,Name,Address,Boundary,City,ES_ZONENUM,IL_HOUSE,Match_addr,NetLabel1,Programs,Ref_ID,School_ID,Track,Type,User_fld,Y,ZIP,Adjusted_SU,Class,COLO,COMMAREA,ES_ZONENM,Governance,Grades,Label_Case,NetLabel2,Network,Status,WARD,Class2,Day20Count,GeoNetwork,Long_,Marker,Match_type,Open_Status,School_Typ,Short_Name,Side,UnitName,Addr_type,ARC_Street,ARC_ZIP,BndGrShort,BoundaryGr,Class3,Grade_Cat,Grades_Short,IL_SENATE,Lat,OBJECTID_1,ORACLE_ID,Pct_along,Phone,Score,Short_Desc,Status_2024,Typenum,US_CONGR,X,fillColor,fillOpacity,POINT_X,POINT_Y,coordinates,schoolHours,afterSchoolHours,earliestDropOffTime,phone,gradesOffered,websiteURL,isTitle1Eligible,studentCount,studentCountLowIncome,studentCountBlack,studentCountHispanic,studentCountWhite,contact_url,is_edlio,is_educational_networks,contact_emails
488,DECATUR,7030 N SACRAMENTO AVE,Citywide,"Chicago, IL",2,16,"7030 N SACRAMENTO AVE, 60645",Network,Classical,52157,609880,Standard,Elementary School,0,1946602.188844,60645,0.84,Citywide,0,WEST RIDGE,Northwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Decatur,Network ES,Network 2,M,50,Classical,329,2,-87.704619,blue_circle,A,OPEN,Traditional,DECATUR,L,Stephen Decatur Classical Elementary School,Address,7030 N SACRAMENTO AVE,60645,,,Classical,ES,K-8,8,42.009289,489,29031,0,(773)534-2201,100,Decatur Classical ES,Efficient,1,9,1155118.188598,#000000,1,,,"[-87.704624, 42.009296]",7:45AM - 2:45PM,,7:30 AM,7735342200,"K,1,2,3,4,5,6,7,8",https://www.decaturclassical.org,False,341.0,48.0,10.0,46.0,151.0,https://www.decaturclassical.org/apps/contact,True,False,
489,GREELEY,832 W SHERIDAN RD,Attendance Area School,"Chicago, IL",5,13,"832 W SHERIDAN RD, 60613",Network,Magnet_Cluster_World_Language||Selective_Enrollment_ELL||,4183,609850,Standard,Elementary School,0,1926132.547369,60613,0.86,Attendance Area School,0,LAKE VIEW,Greater Lincoln Park,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Greeley,Network ES,Network 4,M,46,,453,4,-87.65098,blue_blank,A,OPEN,Traditional,GREELEY,R,Horace Greeley Elementary School,Address,832 W SHERIDAN RD,60613,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.95281,490,22661,55.17,(773)534-5800,100,Greeley ES,Efficient,1,9,1169859.815611,#000000,1,,,"[-87.650986, 41.952817]",9:00 AM-4:00 PM,,8:30 AM,7735345800,"PK,K,1,2,3,4,5,6,7,8",https://greeleyelementary.com,True,349.0,214.0,74.0,219.0,33.0,https://greeleyelementary.com/apps/contact,False,False,james@email.com
490,CHAPPELL,2135 W FOSTER AVE,Attendance Area School,"Chicago, IL",2,13,"2135 W FOSTER AVE, 60625",Network,World Language,24208,609852,Standard,Elementary School,0,1934476.473266,60625,0.83,Attendance Area School,0,LINCOLN SQUARE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Chappell,Network ES,Network 2,M,40,,569,2,-87.683264,blue_blank,A,OPEN,Traditional,CHAPPELL,L,Eliza Chappell Elementary School,Address,2135 W FOSTER AVE,60625,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.975894,491,22681,58.62,(773)534-2390,100,Chappell ES,Efficient,1,9,1161014.320835,#000000,1,,,"[-87.683269, 41.975902]",9 AM - 4 PM,4:00 PM (TUITION-BASED CHILDCARE UNTIL 6:00 PM),8:45 AM (TUITION-BASED CHILDCARE FROM 7 AM),7735342390,"PK,K,1,2,3,4,5,6,7,8",https://chappellelementaryschool.org,False,597.0,173.0,30.0,205.0,294.0,https://chappellelementaryschool.org/apps/contact,True,False,
491,CLINTON,6110 N FAIRFIELD AVE,Attendance Area School,"Chicago, IL",2,15,"6110 N FAIRFIELD AVE, 60659",ISP,,19355,609859,Standard,Elementary School,0,1940511.959227,60659,0.98,Attendance Area School,0,WEST RIDGE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Clinton,ISP ES,ISP,M,50,,1037,2,-87.69836,blue_blank,A,OPEN,Traditional,CLINTON,L,DeWitt Clinton Elementary School,Address,6110 N FAIRFIELD AVE,60659,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,41.992541,492,22751,17.24,(773)534-2025,100,Clinton ES,Efficient,1,9,1156864.38819,#000000,1,,,"[-87.698366, 41.992549]",08:30 AM-03:30 PM,,,7735342025,"PK,K,1,2,3,4,5,6,7,8",https://clinton.cps.edu,True,1057.0,769.0,136.0,266.0,134.0,https://clinton.cps.edu/apps/contact,False,True,
492,ARMSTRONG G,2110 W GREENLEAF AVE,Attendance Area School,"Chicago, IL",2,14,"2110 W GREENLEAF AVE, 60645",ISP,,7799,609779,Standard,Elementary School,0,1946957.016547,60645,1.08,Attendance Area School,0,WEST RIDGE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",G. Armstrong,ISP ES,ISP,M,50,,1253,2,-87.684442,blue_blank,A,OPEN,Traditional,ARMSTRONG G,R,George Armstrong International Studies ES,Address,2110 W GREENLEAF AVE,60645,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,42.01015,493,22081,20,(773)534-2150,100,George Armstrong ES,Efficient,1,9,1160599.34988,#000000,1,,,"[-87.684448, 42.010158]",07:45 AM-02:45 PM,3:00PM-4:30PM,7:30AM,7735342150,"PK,K,1,2,3,4,5,6,7,8",https://georgearmstrongelementary.org,True,1299.0,960.0,378.0,427.0,118.0,https://georgearmstrongelementary.org/apps/contact,False,True,
493,MOSAIC,6710 N WASHTENAW AVE,Attendance Area School,"Chicago, IL",2,16,"6710 N WASHTENAW AVE, 60645",Network,Fine &amp; Performing Arts,893,609804,Standard,Elementary School,0,1944474.953269,60645,0.84,Attendance Area School,0,WEST RIDGE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Mosaic School of Fine Arts.,Network ES,Network 2,M,50,,718,2,-87.697463,blue_blank,A,OPEN,Traditional,MOSAIC,L,Mosaic School of Fine Arts,Address,6710 N WASHTENAW AVE,60645,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,42.003412,494,22271,17.24,(773)534-2160,100,Mosaic,Efficient,1,9,1157078.854296,#000000,1,,,"[-87.697469, 42.003419]",08:15 AM-03:15 PM,3:15 - 4:30,,7735342160,"PK,K,1,2,3,4,5,6,7,8",http://mosaic.cps.edu,True,748.0,561.0,72.0,292.0,68.0,,,,
494,JORDAN,7414 N WOLCOTT AVE,Attendance Area School,"Chicago, IL",2,14,"7414 N WOLCOTT AVE, 60626",Network,,4636,609865,Standard,Elementary School,0,1949498.960938,60626,0.76,Attendance Area School,0,ROGERS PARK,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Jordan,Network ES,Network 2,M,49,,502,2,-87.677763,blue_blank,A,OPEN,Traditional,JORDAN,L,Jordan Elementary Community School,Address,7414 N WOLCOTT AVE,60626,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,42.017088,495,22811,35,(773)534-2220,100,Jordan ES,Efficient,1,9,1162395.234084,#000000,1,,,"[-87.677768, 42.017095]",08:00 AM-03:00 PM,3:00 PM - 4:30 PM,8:00 AM,7735342220,"PK,K,1,2,3,4,5,6,7,8",https://jordan.cps.edu,True,499.0,369.0,130.0,244.0,41.0,https://jordan.cps.edu/apps/contact,False,True,
495,EBINGER,7350 W PRATT AVE,Attendance Area School,"Chicago, IL",1,20,"7350 W PRATT AVE, 60631",Network,,32371,609899,Standard,Elementary School,0,1944629.009392,60631,0.93,Attendance Area School,0,EDISON PARK,Far Northwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Ebinger,Network ES,Network 1,M,41,,694,1,-87.81117,blue_blank,A,OPEN,Traditional,EBINGER,R,Christian Ebinger Elementary School,Address,7350 W PRATT AVE,60631,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,K-8,10,42.004408,496,23051,64.29,(773)534-1070,100,Christian Ebinger ES,Efficient,1,9,1126171.120836,#000000,1,,,"[-87.811176, 42.004416]",8:30 AM-3:30 PM,,,7735341070,"K,1,2,3,4,5,6,7,8",https://ebingerschool.org,False,691.0,105.0,11.0,87.0,536.0,https://ebingerschool.org/apps/contact,False,True,
496,FIELD,7019 N ASHLAND AVE,Attendance Area School,"Chicago, IL",3,14,"7019 N ASHLAND AVE, 60626",Network,Personalized Learning,26264,609918,Standard,Elementary School,0,1946809.979767,60626,0.25,Attendance Area School,0,ROGERS PARK,North Lakefront,District,"5, 6, 7, 8",Field,Network ES,Network 2,M,49,,152,2,-87.669985,blue_blank,M,OPEN,Traditional,FIELD,R,Eugene Field Elementary School,Address,7019 N ASHLAND AVE,60626,5-8,"5, 6, 7, 8",Attendance Area School,ES,5-8,7,42.009664,497,23211,50,(773)534-2030,100,Field ES,Underutilized,1,9,1164529.566429,#000000,1,,,"[-87.669991, 42.009672]",08:45 AM-03:45 PM,3:45-5:30PM,8:30AM,7735342030,"5,6,7,8",https://eugenefield.org,True,150.0,127.0,48.0,68.0,9.0,https://eugenefield.org/apps/contact,False,True,
497,GALE,1631 W JONQUIL TER,Attendance Area School,"Chicago, IL",3,14,"1631 W JONQUIL TER, 60626",Network,,22116,609933,Standard,Elementary School,0,1950969.846447,60626,0.32,Attendance Area School,0,ROGERS PARK,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Gale,Network ES,Network 2,M,49,,302,2,-87.671939,blue_blank,A,OPEN,Traditional,GALE,L,Stephen F Gale Elementary Community Academy,Address,1631 W JONQUIL TER,60626,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,42.021091,498,31081,0,(773)534-2100,100,Gale Elem Academy,Underutilized,1,9,1163966.46224,#000000,1,,,"[-87.671945, 42.021098]",08:15 AM-03:15 PM,3:30 PM-5:15 PM,8:00 AM,7735342100,"PK,K,1,2,3,4,5,6,7,8",https://gale.cps.edu,True,358.0,217.0,200.0,104.0,23.0,https://gale.cps.edu/apps/contact,False,True,
498,GOUDY,5120 N WINTHROP AVE,Attendance Area School,"Chicago, IL",3,13,"5120 N WINTHROP AVE, 60640",Network,STEM,51223,609945,Standard,Elementary School,0,1934501.465014,60640,0.59,Attendance Area School,0,UPTOWN,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Goudy,Network ES,Network 2,M,48,,531,2,-87.657912,blue_blank,A,OPEN,Traditional,GOUDY,L,William C. Goudy Technology Academy,Address,5120 N WINTHROP AVE,60640,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.975817,499,23371,62.5,(773)534-2480,100,Goudy ES,Underutilized,1,9,1167907.945827,#000000,1,,,"[-87.657918, 41.975824]",08:00 AM-03:00 PM,,,7735342480,"PK,K,1,2,3,4,5,6,7,8",https://goudy.cps.edu,True,497.0,368.0,150.0,162.0,33.0,https://goudy.cps.edu/apps/contact,False,True,
499,HAYT,1518 W GRANVILLE AVE,Attendance Area School,"Chicago, IL",3,14,"1518 W GRANVILLE AVE, 60660",Network,,2914,609976,Standard,Elementary School,0,1941302.194195,60660,0.88,Attendance Area School,0,EDGEWATER,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Hayt,Network ES,Network 2,M,48,,850,2,-87.668504,blue_blank,A,OPEN,Traditional,HAYT,R,Stephen K Hayt Elementary School,Address,1518 W GRANVILLE AVE,60660,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.994541,500,23621,31.03,(773)534-2040,100,Hayt ES,Efficient,1,9,1164975.024856,#000000,1,,,"[-87.66851, 41.994549]",08:15 AM-03:15 PM,4:30 PM,7:45 AM,7735342040,"PK,K,1,2,3,4,5,6,7,8",https://hayt.cps.edu,True,878.0,576.0,176.0,340.0,86.0,https://hayt.cps.edu/apps/contact,False,True,
500,KILMER,6700 N GREENVIEW AVE,Attendance Area School,"Chicago, IL",3,14,"6700 N GREENVIEW AVE, 60626",Network,,6580,610022,Standard,Elementary School,0,1944618.731853,60626,0.87,Attendance Area School,0,ROGERS PARK,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Kilmer,Network ES,Network 2,M,49,,784,2,-87.668222,blue_blank,A,OPEN,Traditional,KILMER,L,Joyce Kilmer Elementary School,Address,6700 N GREENVIEW AVE,60626,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,42.00364,501,24021,0,(773)534-2115,100,Joyce Kilmer ES,Efficient,1,9,1165025.737681,#000000,1,,,"[-87.668228, 42.003648]",9:00AM - 4:00PM,4:00PM,9:00AM,7735342115,"PK,K,1,2,3,4,5,6,7,8",https://kilmerelementary.org,True,794.0,552.0,178.0,327.0,120.0,https://kilmerelementary.org/apps/contact,False,True,
501,PEIRCE,1423 W BRYN MAWR AVE,Attendance Area School,"Chicago, IL",3,14,"1423 W BRYN MAWR AVE, 60660",ISP,IB,40957,610122,Standard,Elementary School,0,1937268.333824,60660,1,Attendance Area School,0,EDGEWATER,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Peirce,ISP ES,ISP,M,48,,1101,2,-87.66585,blue_blank,A,OPEN,Traditional,PEIRCE,L,Helen Peirce International Studies ES,Address,1423 W BRYN MAWR AVE,60660,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.983456,502,24891,34.38,(773)534-2440,100,Peirce ES,Efficient,1,9,1165727.894741,#000000,1,,,"[-87.665856, 41.983464]",08:00 AM-03:00 PM,,,7735342440,"PK,K,1,2,3,4,5,6,7,8",http://peirce.cps.edu,False,1120.0,358.0,74.0,328.0,548.0,,,,
502,ROGERS,7345 N WASHTENAW AVE,Attendance Area School,"Chicago, IL",2,18,"7345 N WASHTENAW AVE, 60645",Network,Fine &amp; Performing Arts,41153,610147,Standard,Elementary School,0,1948794.986952,60645,0.78,Attendance Area School,0,WEST RIDGE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Rogers,Network ES,Network 2,M,50,,721,2,-87.697185,blue_blank,A,OPEN,Traditional,ROGERS,R,Philip Rogers Elementary School,Address,7345 N WASHTENAW AVE,60645,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,9,42.015265,503,25141,46.15,(773)534-2125,100,Rogers ES,Efficient,1,9,1157122.161624,#000000,1,,,"[-87.697191, 42.015273]",08:00 AM-03:00 PM,,7:30 AM,7735342125,"PK,K,1,2,3,4,5,6,7,8",https://philiprogersschool.org,True,792.0,425.0,170.0,268.0,155.0,https://philiprogersschool.org/apps/contact,False,True,
503,STONE,6239 N LEAVITT ST,Citywide,"Chicago, IL",2,16,"6239 N LEAVITT ST, 60659",Network,Scholastic Academy,17690,610191,Standard,Elementary School,0,1941566.381987,60659,0.97,Citywide,0,WEST RIDGE,Northwest Side,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Stone,Network ES,Network 2,M,50,Elementary Magnet,554,2,-87.684793,blue_circle,A,OPEN,Traditional,STONE,R,Stone Elementary Scholastic Academy,Address,6239 N LEAVITT ST,60659,,,Elementary Magnet,ES,K-8,8,41.995359,504,29291,28.57,(773)534-2045,100,Stone Elem Academy,Efficient,1,9,1160544.796511,#000000,1,,,"[-87.684799, 41.995367]",8:00AM - 3:00PM,3:00PM-6:00PM,,7735342045,"K,1,2,3,4,5,6,7,8",http://stoneacademy.net/,False,552.0,325.0,125.0,68.0,126.0,http://stoneacademy.net/apps/contact,True,False,
504,SWIFT,5900 N WINTHROP AVE,Attendance Area School,"Chicago, IL",3,14,"5900 N WINTHROP AVE, 60660",Network,Fine &amp; Performing Arts,16618,610196,Standard,Elementary School,0,1939355.445136,60660,0.77,Attendance Area School,0,EDGEWATER,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Swift,Network ES,Network 2,M,48,,602,2,-87.658296,blue_blank,A,OPEN,Traditional,SWIFT,L,George B Swift Elementary Specialty School,Address,5900 N WINTHROP AVE,60660,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.989139,505,25571,0,(773)534-2695,100,Swift ES,Efficient,1,9,1167765.380167,#000000,1,,,"[-87.658302, 41.989147]",08:00 AM-03:00 PM,3:00 PM,8:00 AM,7735342695,"PK,K,1,2,3,4,5,6,7,8",https://swiftelementary.org,True,528.0,369.0,131.0,176.0,81.0,https://swiftelementary.org/apps/contact,False,True,
505,UPLIFT HS,900 W WILSON AVE,Citywide,"Chicago, IL",3,13,"900 W WILSON AVE, 60640",Network,CTE_CCA||,48572,610394,Standard,High School,0,1930771.07615,60640,0.18,Citywide,0,UPTOWN,North Lakefront,District,"9, 10, 11, 12",Uplift HS,Network HS,Network 14,M,46,,161,14,-87.652473,red_circle,A,OPEN,Traditional,UPLIFT HS,R,Uplift Community High School,Address,900 W WILSON AVE,60640,,,Citywide,HS,9-12,7,41.965547,506,26861,0,(773)534-2875,100,Uplift HS,Underutilized,3,9,1169416.685592,#000000,1,,,"[-87.652479, 41.965555]",8:30AM - 3:38PM,3:38 PM - 6:00PM (M-TH),,7735342875,"9,10,11,12",https://uplifths.cps.edu,True,219.0,174.0,132.0,69.0,9.0,https://uplifths.cps.edu/apps/contact,False,False,
506,BRENNEMANN,4251 N CLARENDON AVE,Attendance Area School,"Chicago, IL",3,11,"4251 N CLARENDON AVE, 60613",Network,Fine &amp; Performing Arts,46020,610242,Standard,Elementary School,0,1928749.682883,60613,0.81,Attendance Area School,0,UPTOWN,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Brennemann,Network ES,Network 2,M,46,,474,2,-87.649749,blue_blank,A,OPEN,Traditional,BRENNEMANN,R,Joseph Brennemann Elementary School,Address,4251 N CLARENDON AVE,60613,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,6,41.959984,507,25991,64.71,(773)534-5766,100,Brennemann ES,Efficient,1,9,1170173.730994,#000000,1,,,"[-87.649755, 41.959992]",09:00 AM-04:00 PM,,,7735345766,"PK,K,1,2,3,4,5,6,7,8",https://www.josephbrennemann.org/,True,491.0,342.0,222.0,183.0,29.0,https://www.josephbrennemann.org/apps/contact,False,True,
507,MCCUTCHEON,4865 N SHERIDAN RD,Attendance Area School,"Chicago, IL",3,13,"4865 N SHERIDAN RD, 60640",Network,STEAM,34788,610269,Standard,Elementary School,0,1932734.52137,60640,0.53,Attendance Area School,0,UPTOWN,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",McCutcheon,Network ES,Network 2,M,46,,347,2,-87.654758,blue_blank,A,OPEN,Traditional,MCCUTCHEON,R,John T McCutcheon Elementary School,Address,4865 N SHERIDAN RD,60640,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.970949,508,26201,18.18,(773)534-2680,100,McCutcheon ES,Underutilized,1,9,1168779.636013,#000000,1,,,"[-87.654764, 41.970957]",08:45 AM-03:45 PM,3:45 PM-6:00 PM,,7735342680,"PK,K,1,2,3,4,5,6,7,8",https://mccutcheon.cps.edu,True,330.0,244.0,168.0,82.0,26.0,https://mccutcheon.cps.edu/apps/contact,False,False,
508,NEW FIELD,1707 W MORSE AVE,Attendance Area School,"Chicago, IL",3,14,"1707 W MORSE AVE, 60626",Network,,49915,610284,Standard,Elementary School,0,1946088.587181,60626,0.82,Attendance Area School,0,ROGERS PARK,North Lakefront,District,"PK, K, 1, 2, 3, 4",New Field,Network ES,Network 2,M,49,,572,2,-87.673168,blue_blank,A,OPEN,Traditional,NEW FIELD,L,New Field Elementary School,Address,1707 W MORSE AVE,60626,K-4,"K, 1, 2, 3, 4",Attendance Area School,ES,PK-4,7,42.007703,509,22071,66.67,(773)534-2760,100,New Field ES,Efficient,1,9,1163670.042229,#000000,1,,,"[-87.673174, 42.00771]",08:45 AM-03:45 PM,,8:30 AM,7735342760,"PK,K,1,2,3,4",https://newfield.cps.edu,True,549.0,310.0,162.0,226.0,70.0,https://newfield.cps.edu/contact.html,False,False,
509,COURTENAY,4420 N BEACON ST,Attendance Area School,"Chicago, IL",3,13,"4420 N BEACON ST, 60640",Network,,25028,610355,Standard,Elementary School,0,1929566.132365,60640,0.33,Attendance Area School,0,UPTOWN,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Courtenay,Network ES,Network 2,M,46,,303,2,-87.663853,blue_blank,A,OPEN,Traditional,COURTENAY,L,Mary E Courtenay Elementary Language Arts Center,Address,4420 N BEACON ST,60640,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,7,41.962308,510,30141,34.48,(773)534-5790,100,Courtenay Elem Ctr,Underutilized,1,9,1166331.093666,#000000,1,,,"[-87.663859, 41.962316]",07:30 AM-02:30 PM,,7:30 AM,7735345790,"PK,K,1,2,3,4,5,6,7,8",http://courtenay.cps.edu,True,266.0,202.0,97.0,125.0,24.0,http://courtenay.cps.edu/apps/contact,False,True,
510,DISNEY,4140 N MARINE DR,Citywide,"Chicago, IL",3,11,"4140 N MARINE DR, 60613",Network,Fine &amp; Performing Arts; STEM,7089,610363,Standard,Elementary School,0,1927603.21864,60613,0.78,Citywide,0,UPTOWN,North Lakefront,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Disney,Network ES,Network 2,M,46,Elementary Magnet,1417,2,-87.646083,blue_circle,A,OPEN,Traditional,DISNEY,L,Walt Disney Magnet Elementary School,Address,4140 N MARINE DR,60613,,,Elementary Magnet,ES,PK-8,6,41.956816,511,29401,51.28,(773)534-5840,100,Walt Disney Magnet,Efficient,1,9,1171180.201422,#000000,1,,,"[-87.646089, 41.956824]",7:30 AM - 2:30PM,2:30 PM - 6:00 PM,7:15 AM,7735345840,"PK,K,1,2,3,4,5,6,7,8",https://disney.cps.edu,True,1384.0,821.0,751.0,272.0,163.0,https://disney.cps.edu/apps/contact,False,True,
511,WEST RIDGE,6700 N WHIPPLE ST,Attendance Area School,"Chicago, IL",2,16,"6700 N WHIPPLE ST, 60645",ISP,,15103,610542,Standard,Elementary School,0,1944293.06551,60645,0.79,Attendance Area School,0,WEST RIDGE,Northwest Side,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",West Ridge,ISP ES,ISP,M,50,,617,2,-87.705917,blue_blank,A,OPEN,Traditional,WEST RIDGE,L,West Ridge Elementary School,Address,6700 N WHIPPLE ST,60645,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,8,42.002959,512,22381,0,(773)534-8250,100,West Ridge Elementary School,Efficient,1,9,1154782.161711,#000000,1,,,"[-87.705923, 42.002967]",08:30 AM-03:30 PM,,,7735348250,"PK,K,1,2,3,4,5,6,7,8",https://westridgeelementary.org,True,689.0,534.0,92.0,162.0,183.0,https://westridgeelementary.org/apps/contact,False,True,
512,CICS - AVALON/SOUTH SHORE,1501 E 83RD PL,Citywide,"Chicago, IL",14,33,"1501 E 83RD PL, 60619",Charter,,1672,400023,Non_Standard,Elementary Charter,0,1849886.714625,60619,,Charter,0,AVALON PARK,Greater Stony Island,Charter,"K, 1, 2, 3, 4, 5, 6, 7, 8",CICS: Avalon / South Shore,Charter ES,Charter,M,8,,436,12,-87.587928,blue_c,A,OPEN,Traditional,CICS - AVALON/SOUTH SHORE,R,Chicago Intl Charter - Avalon / South Shore,Address,1501 E 83RD PL,60619,,,Charter,ES,K-8,17,41.743179,513,66371,0,(773)721-0858,100,Chicago Intl Charter ES - Avalon / South Shore,,1,1,1187674.073618,#000000,1,,,"[-87.587933, 41.743187]",7:35 AM - 3:30 PM,,07:15 AM,7737210858,"K,1,2,3,4,5,6,7,8",https://www.regenerationschools.org/cics-avalon,True,481.0,390.0,472.0,7.0,0.0,https://www.regenerationschools.org/cics-avalon/contact/,False,False,info@regenerationschools.org|info@regenmiddleschool.org|info@regenbondhill.org|info@cicsavalon.org|info@regenavondale.org|info@cicsbasil.org|info@cicswashingtonpark.org
513,CICS - LOOMIS,9535 S LOOMIS ST,Citywide,"Chicago, IL",13,27,"9535 S LOOMIS ST, 60643",Charter,,32082,400026,Non_Standard,Elementary Charter,0,1841373.244119,60643,,Charter,0,WASHINGTON HEIGHTS,South Side,Charter,"K, 1, 2",CICS: Loomis,Charter ES,Charter,M,21,,351,11,-87.657561,blue_c,A,OPEN,Traditional,CICS - LOOMIS,L,Chicago Intl Charter - Loomis Primary,Address,9535 S LOOMIS ST,60643,,,Charter,ES,K-2,14,41.720246,514,66075,54.84,(773)429-8955,100,Chicago Intl Charter ES - Loomis,,1,1,1168736.349354,#000000,1,,,"[-87.657567, 41.720254]",8:00 AM - 3:00 PM,3:30 PM- 5:30 PM,07:25 AM,7734298955,"K,1,2",https://www.cicsloomislongwood.org,True,341.0,202.0,331.0,9.0,1.0,,,,
514,CICS - WRIGHTWOOD,8130 S CALIFORNIA AVE,Charter-Attendance Area School,"Chicago, IL",13,31,"8130 S CALIFORNIA AVE, 60652",Charter,,47205,400031,Non_Standard,Elementary Charter,0,1850453.183964,60652,,Charter,0,ASHBURN,South Side,Charter,"K, 1, 2, 3, 4, 5, 6, 7, 8",CICS: Wrightwood,Charter ES,Charter,M,18,,626,10,-87.692614,blue_c,A,OPEN,Traditional,CICS - WRIGHTWOOD,R,Chicago Intl Charter - Wrightwood,Address,8130 S CALIFORNIA AVE,60652,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Charter,ES,K-8,16,41.745365,515,66381,51.72,(773)434-4575,100,Chicago Intl Charter ES - Wrightwood,,1,1,1159098.575979,#000000,1,,,"[-87.69262, 41.745373]",7:45 AM -3:30 PM ,3:30 PM-6:00 PM,07:30 AM,7734344575,"K,1,2,3,4,5,6,7,8",https://cicswrightwood.org,True,614.0,467.0,581.0,23.0,2.0,https://cicswrightwood.org/apps/contact,False,True,
515,CICS - ELLISON HS,1817 W 80TH ST,Charter-Attendance Area School,"Chicago, IL",13,31,"1817 W 80TH ST, 60620",Charter,,49074,400032,Non_Standard,High School Charter,0,1851601.445775,60620,,Charter,0,AUBURN GRESHAM,South Side,Charter,"9, 10, 11, 12",CICS: Ellison,Charter HS,Charter,M,17,,201,16,-87.66898,red_c,A,OPEN,Traditional,CICS - ELLISON HS,L,Chicago Intl Charter - Ralph Ellison,Address,1817 W 80TH ST,60620,9-12,"9, 10, 11, 12",Charter,HS,9-12,16,41.748382,516,66072,61.54,(773)478-4434,100,Chicago Intl Charter HS - Ellison,,3,1,1165539.913162,#000000,1,,,"[-87.668985, 41.74839]",8:00 AM-3:30 PM,3:45PM-5:15PM,7:15AM,7734784434,"9,10,11,12",https://cicsellison.org,True,225.0,178.0,218.0,6.0,0.0,https://cicsellison.org/apps/contact,False,True,
